Date,Time,Latitude,Logitude,Earthquake Depth in KM,Magnitude,Magnitude Type,Gap,Place,Type
2011/07/12,2011/07/12T19:32:12.970Z,37.885,143.188,35,4.9,mb,120.8,"off the east coast of Honshu, Japan",earthquake
2011/07/12,2011/07/12T16:54:19.890Z,32.871,142.461,35,4.6,mb,136.4,"Izu Islands, Japan region",earthquake
2011/07/12,2011/07/12T15:37:23.700Z,38.323,141.947,47.1,4.9,mwc,32.9,"near the east coast of Honshu, Japan",earthquake
2011/07/12,2011/07/12T09:40:45.210Z,37.584,142,38.4,4.6,mb,113.6,"off the east coast of Honshu, Japan",earthquake
2011/07/12,2011/07/12T09:00:00.390Z,38.811,141.884,63.2,5,mwc,40.6,"near the east coast of Honshu, Japan",earthquake
2011/07/12,2011/07/12T07:23:12.330Z,37.014,142.494,23.8,4.6,mb,128.2,"off the east coast of Honshu, Japan",earthquake
2011/07/12,2011/07/12T06:46:59.190Z,37.99,143.339,35,4.6,mb,129.1,"off the east coast of Honshu, Japan",earthquake
2011/07/12,2011/07/12T00:09:53.890Z,45.784,150.765,71,5.3,mwc,38.7,Kuril Islands,earthquake
2011/07/11,2011/07/11T22:56:22.440Z,38.113,143.547,35,4.8,mb,136.8,"off the east coast of Honshu, Japan",earthquake
2011/07/11,2011/07/11T22:06:56.150Z,35.221,141.104,33.1,4.9,mb,78.4,"near the east coast of Honshu, Japan",earthquake
2011/07/11,2011/07/11T20:28:58.410Z,37.928,143.507,35,4.8,mb,157.2,"off the east coast of Honshu, Japan",earthquake
2011/07/11,2011/07/11T20:13:55.520Z,39.12,142.377,47.4,4.5,mb,135.8,"near the east coast of Honshu, Japan",earthquake
2011/07/11,2011/07/11T19:31:30.770Z,35.414,142.539,35,4.6,mb,136.2,"off the east coast of Honshu, Japan",earthquake
2011/07/11,2011/07/11T15:42:58.180Z,39.276,143.554,20.1,4.8,mb,136.2,"off the east coast of Honshu, Japan",earthquake
2011/07/11,2011/07/11T15:12:46.790Z,40.053,144.441,10,4.6,mb,136.7,"off the east coast of Honshu, Japan",earthquake
2011/07/11,2011/07/11T13:21:31.650Z,38.005,143.619,10,4.6,mb,195,"off the east coast of Honshu, Japan",earthquake
2011/07/11,2011/07/11T13:10:59.700Z,39.01,144.848,10,4.5,mb,188.3,"off the east coast of Honshu, Japan",earthquake
2011/07/11,2011/07/11T04:29:30.480Z,39.349,141.859,65.5,5.2,mwc,53.3,"eastern Honshu, Japan",earthquake
2011/07/11,2011/07/11T01:36:05.550Z,38.404,142.144,34.5,4.5,mb,116.7,"near the east coast of Honshu, Japan",earthquake
2011/07/11,2011/07/11T00:09:16.500Z,37.154,140.842,40.9,4.6,mb,93.2,"eastern Honshu, Japan",earthquake
2011/07/10,2011/07/10T20:19:04.730Z,38.08,143.931,10,4.8,mb,128.2,"off the east coast of Honshu, Japan",earthquake
2011/07/10,2011/07/10T19:16:37.370Z,36.731,142.272,35,4.7,mb,114.4,"off the east coast of Honshu, Japan",earthquake
2011/07/10,2011/07/10T15:44:43.650Z,37.874,143.5,10.1,4.5,mb,129,"off the east coast of Honshu, Japan",earthquake
2011/07/10,2011/07/10T13:18:36.860Z,38.005,143.417,23.4,4.6,mb,157,"off the east coast of Honshu, Japan",earthquake
2011/07/10,2011/07/10T09:21:04.190Z,37.826,143.52,35,4.6,mb,153.6,"off the east coast of Honshu, Japan",earthquake
2011/07/10,2011/07/10T08:54:04.210Z,37.858,143.47,35,4.5,mb,136.3,"off the east coast of Honshu, Japan",earthquake
2011/07/10,2011/07/10T08:27:56.390Z,37.962,143.201,35,4.5,mb,129.1,"off the east coast of Honshu, Japan",earthquake
2011/07/10,2011/07/10T07:00:23.310Z,37.865,143.501,10,4.5,mb,157.4,"off the east coast of Honshu, Japan",earthquake
2011/07/10,2011/07/10T05:24:40.580Z,37.852,143.381,17.5,4.8,mb,128.9,"off the east coast of Honshu, Japan",earthquake
2011/07/10,2011/07/10T05:14:33.220Z,38.038,143.409,22.1,4.8,mb,136.3,"off the east coast of Honshu, Japan",earthquake
2011/07/10,2011/07/10T04:18:11.100Z,36.219,141.296,18.1,4.7,mb,104.1,"near the east coast of Honshu, Japan",earthquake
2011/07/10,2011/07/10T03:43:33.380Z,37.911,143.291,16.4,4.8,mb,73.3,"off the east coast of Honshu, Japan",earthquake
2011/07/10,2011/07/10T03:14:14.850Z,38.07,143.329,20.1,4.8,mb,124.8,"off the east coast of Honshu, Japan",earthquake
2011/07/10,2011/07/10T03:10:29.780Z,37.901,143.381,14,4.5,mb,129,"off the east coast of Honshu, Japan",earthquake
2011/07/10,2011/07/10T02:55:57.420Z,38.014,143.556,13.2,4.6,mb,130.7,"off the east coast of Honshu, Japan",earthquake
2011/07/10,2011/07/10T01:17:33.890Z,37.882,143.568,14,4.7,mb,143.4,"off the east coast of Honshu, Japan",earthquake
2011/07/10,2011/07/10T01:06:23.680Z,37.983,143.574,35,4.7,mb,151,"off the east coast of Honshu, Japan",earthquake
2011/07/10,2011/07/10T01:03:48.400Z,37.553,143.62,35,4.8,mb,140.5,"off the east coast of Honshu, Japan",earthquake
2011/07/10,2011/07/10T00:57:10.800Z,38.034,143.264,23,7,mww,12.4,"off the east coast of Honshu, Japan",earthquake
2011/07/09,2011/07/09T18:08:03.260Z,36.293,142.588,35,4.5,mb,127.2,"off the east coast of Honshu, Japan",earthquake
2011/07/09,2011/07/09T13:41:45.500Z,38.98,141.848,68.8,4.5,mb,178.3,"near the east coast of Honshu, Japan",earthquake
2011/07/08,2011/07/08T13:10:48.760Z,39.87,142.102,50.6,5,mwc,114.2,"near the east coast of Honshu, Japan",earthquake
2011/07/08,2011/07/08T13:08:45.160Z,38.37,142.195,35,4.8,mb,74.8,"near the east coast of Honshu, Japan",earthquake
2011/07/07,2011/07/07T19:10:45.200Z,31.345,130.409,162.9,4.9,mb,80.3,"Kyushu, Japan",earthquake
2011/07/07,2011/07/07T18:35:40.740Z,37.125,140.869,35,5.5,mww,22.9,"eastern Honshu, Japan",earthquake
2011/07/07,2011/07/07T16:31:35.680Z,40.246,143.68,19,4.8,mb,128.1,"off the east coast of Honshu, Japan",earthquake
2011/07/07,2011/07/07T05:10:09.450Z,37.617,141.881,37,4.9,mb,49.8,"near the east coast of Honshu, Japan",earthquake
2011/07/07,2011/07/07T04:02:06.580Z,38.045,142.141,45.4,4.9,mb,72.3,"near the east coast of Honshu, Japan",earthquake
2011/07/07,2011/07/07T02:02:05.090Z,38.115,142.481,39.7,4.6,mb,135.9,"near the east coast of Honshu, Japan",earthquake
2011/07/06,2011/07/06T22:09:27.840Z,35.792,142.288,37.8,4.8,mb,136,"off the east coast of Honshu, Japan",earthquake
2011/07/06,2011/07/06T17:02:21.520Z,36.261,141.607,68.3,4.5,mb,156.2,"near the east coast of Honshu, Japan",earthquake
2011/07/06,2011/07/06T15:14:59.030Z,36.372,141.618,10,5.7,mww,23.4,"near the east coast of Honshu, Japan",earthquake
2011/07/06,2011/07/06T00:29:01.220Z,37.437,142.778,34.4,4.6,mb,136.1,"off the east coast of Honshu, Japan",earthquake
2011/07/05,2011/07/05T18:22:56.450Z,37.238,143.608,35,4.6,mb,136.5,"off the east coast of Honshu, Japan",earthquake
2011/07/05,2011/07/05T17:44:43.800Z,27.978,140.419,179.7,4.8,mb,26.3,"Bonin Islands, Japan region",earthquake
2011/07/05,2011/07/05T10:34:59.270Z,33.932,135.218,35,4.7,mb,50.7,"near the south coast of western Honshu, Japan",earthquake
2011/07/05,2011/07/05T10:18:44.390Z,33.988,135.135,16.3,5,mwc,45.7,"near the south coast of western Honshu, Japan",earthquake
2011/07/05,2011/07/05T06:39:04.330Z,38.314,144.252,35,4.7,mb,131.9,"off the east coast of Honshu, Japan",earthquake
2011/07/05,2011/07/05T00:20:19.790Z,37.354,144.695,35,4.5,mb,89.7,"off the east coast of Honshu, Japan",earthquake
2011/07/04,2011/07/04T22:01:07.580Z,35.366,142.495,27.2,4.9,mb,52.8,"off the east coast of Honshu, Japan",earthquake
2011/07/04,2011/07/04T16:44:42.800Z,28.878,131.06,10,4.6,mb,129.1,"southeast of the Ryukyu Islands, Japan",earthquake
2011/07/04,2011/07/04T16:06:44.170Z,40.205,142.323,65.6,4.7,mb,135.6,"near the east coast of Honshu, Japan",earthquake
2011/07/04,2011/07/04T11:00:00.960Z,36.993,140.405,35,4.6,mb,135.1,"near the east coast of Honshu, Japan",earthquake
2011/07/04,2011/07/04T10:45:14.810Z,40.123,142.679,35,4.7,mb,134.5,"near the east coast of Honshu, Japan",earthquake
2011/07/03,2011/07/03T21:47:23.540Z,39.058,143.393,43.4,4.9,mb,134,"off the east coast of Honshu, Japan",earthquake
2011/07/03,2011/07/03T20:41:08.320Z,37.919,142.602,35,4.7,mb,127.8,"off the east coast of Honshu, Japan",earthquake
2011/07/03,2011/07/03T16:22:08.470Z,28.786,130.785,30.9,4.8,mb,78.7,"Ryukyu Islands, Japan",earthquake
2011/07/03,2011/07/03T16:17:56.670Z,36.665,142.268,29.8,4.5,mb,148.3,"off the east coast of Honshu, Japan",earthquake
2011/07/03,2011/07/03T16:05:58.220Z,45.999,149.46,155.3,5.1,mwc,54.9,Kuril Islands,earthquake
2011/07/03,2011/07/03T14:23:13.810Z,26.68,144.027,10,4.6,mb,80.6,"Bonin Islands, Japan region",earthquake
2011/07/03,2011/07/03T07:48:49.810Z,39.121,142.418,35,4.6,mb,124.8,"near the east coast of Honshu, Japan",earthquake
2011/07/02,2011/07/02T19:40:54.650Z,35.631,140.615,43.3,4.5,mb,82.2,"near the east coast of Honshu, Japan",earthquake
2011/07/02,2011/07/02T10:33:53.620Z,35.525,141.128,28.7,4.6,mb,135.5,"near the east coast of Honshu, Japan",earthquake
2011/07/01,2011/07/01T11:03:53.110Z,35.801,140.991,35,4.7,mb,112.3,"near the east coast of Honshu, Japan",earthquake
2011/07/01,2011/07/01T04:19:50.800Z,37.643,141.83,18.9,4.6,mb,120.9,"near the east coast of Honshu, Japan",earthquake
2011/06/30,2011/06/30T21:47:59.260Z,40.378,143.401,30,4.8,mb,136,"off the east coast of Honshu, Japan",earthquake
2011/06/30,2011/06/30T16:57:09.050Z,37.794,143.14,14.5,4.8,mb,147,"off the east coast of Honshu, Japan",earthquake
2011/06/30,2011/06/30T16:20:40.950Z,37.382,141.342,44.1,4.5,mb,123.5,"near the east coast of Honshu, Japan",earthquake
2011/06/30,2011/06/30T10:22:44.720Z,37.355,141.419,35,4.9,mb,122.7,"near the east coast of Honshu, Japan",earthquake
2011/06/30,2011/06/30T06:22:27.170Z,37.916,143.996,21.4,4.7,mb,128.9,"off the east coast of Honshu, Japan",earthquake
2011/06/29,2011/06/29T23:21:35.500Z,36.153,137.896,10,4.7,mb,95.6,"eastern Honshu, Japan",earthquake
2011/06/29,2011/06/29T23:16:40.170Z,36.261,137.679,10,5,mwc,95.9,"eastern Honshu, Japan",earthquake
2011/06/29,2011/06/29T22:14:38.480Z,35.598,140.461,54.8,5,mwc,80.1,"near the east coast of Honshu, Japan",earthquake
2011/06/29,2011/06/29T20:38:18.580Z,36.732,143.294,7.5,4.7,mb,96.8,"off the east coast of Honshu, Japan",earthquake
2011/06/29,2011/06/29T20:28:57.630Z,26.938,143.715,35,4.7,mb,105.3,"Bonin Islands, Japan region",earthquake
2011/06/29,2011/06/29T20:09:46.440Z,37.063,142.431,13.8,4.7,mb,119.2,"off the east coast of Honshu, Japan",earthquake
2011/06/29,2011/06/29T19:49:03.140Z,25.785,128.103,35,4.5,mb,140.7,"Ryukyu Islands, Japan",earthquake
2011/06/29,2011/06/29T19:48:28.900Z,37.228,142.592,10.1,4.6,mb,128.4,"off the east coast of Honshu, Japan",earthquake
2011/06/29,2011/06/29T18:21:31.960Z,38.401,144.787,3.9,4.6,mb,136.8,"off the east coast of Honshu, Japan",earthquake
2011/06/29,2011/06/29T16:39:10.300Z,37.912,144.649,31.6,4.5,mb,128.9,"off the east coast of Honshu, Japan",earthquake
2011/06/28,2011/06/28T22:49:59.210Z,25.644,142.793,34.1,4.7,mb,66.4,"Volcano Islands, Japan region",earthquake
2011/06/28,2011/06/28T20:48:41.820Z,36.598,141.612,37.5,4.7,mb,116.5,"near the east coast of Honshu, Japan",earthquake
2011/06/28,2011/06/28T15:30:04.150Z,37.2,142.372,35,4.6,mb,120.5,"off the east coast of Honshu, Japan",earthquake
2011/06/28,2011/06/28T13:54:38.400Z,46.635,146.923,299.5,4.8,mb,101.3,northwest of the Kuril Islands,earthquake
2011/06/28,2011/06/28T13:22:59.920Z,38.21,141.99,60.9,4.9,mb,121.6,"near the east coast of Honshu, Japan",earthquake
2011/06/28,2011/06/28T12:20:02.320Z,26.964,143.72,35,4.6,mb,153.6,"Bonin Islands, Japan region",earthquake
2011/06/28,2011/06/28T07:42:55.010Z,40.53,143.805,27.2,5.2,mwc,111.3,"off the east coast of Honshu, Japan",earthquake
2011/06/28,2011/06/28T03:45:08.490Z,37.116,140.819,38.7,4.7,mb,128.5,"eastern Honshu, Japan",earthquake
2011/06/28,2011/06/28T00:57:36.590Z,34.648,141.831,23.4,4.6,mb,114.3,"off the east coast of Honshu, Japan",earthquake
2011/06/27,2011/06/27T22:31:26.730Z,36.43,142.714,11.5,4.8,mb,121,"off the east coast of Honshu, Japan",earthquake
2011/06/27,2011/06/27T16:37:41.580Z,36.815,142.131,15.8,4.5,mb,119.8,"off the east coast of Honshu, Japan",earthquake
2011/06/27,2011/06/27T15:04:48.540Z,35.862,140.988,19.2,4.7,mb,112.4,"near the east coast of Honshu, Japan",earthquake
2011/06/27,2011/06/27T12:12:07.790Z,39.309,143.469,35,4.8,mb,128,"off the east coast of Honshu, Japan",earthquake
2011/06/26,2011/06/26T10:11:34.660Z,40.638,142.508,35,4.7,mb,135.6,"near the east coast of Honshu, Japan",earthquake
2011/06/25,2011/06/25T15:04:17.790Z,39.879,143.273,35,4.5,mb,136,"off the east coast of Honshu, Japan",earthquake
2011/06/25,2011/06/25T13:04:58.270Z,42.93,142.492,100.8,4.6,mb,96.3,"Hokkaido, Japan region",earthquake
2011/06/25,2011/06/25T09:59:32.140Z,36.048,140.163,74.8,4.7,mb,119.3,"near the east coast of Honshu, Japan",earthquake
2011/06/25,2011/06/25T07:37:48.350Z,48.259,154.303,75,4.5,mb,86.4,Kuril Islands,earthquake
2011/06/25,2011/06/25T07:06:06.480Z,36.986,140.331,35,4.5,mb,100.5,"near the east coast of Honshu, Japan",earthquake
2011/06/25,2011/06/25T06:54:31.020Z,37.066,142.359,12.8,4.7,mb,73.9,"off the east coast of Honshu, Japan",earthquake
2011/06/25,2011/06/25T06:21:26.390Z,25.489,142.701,47.1,4.7,mb,104,"Volcano Islands, Japan region",earthquake
2011/06/25,2011/06/25T00:44:20.890Z,39.758,142.068,71.8,4.7,mb,135.6,"near the east coast of Honshu, Japan",earthquake
2011/06/24,2011/06/24T17:39:27.210Z,42.049,142.553,58.1,5.5,mwb,68.7,"Hokkaido, Japan region",earthquake
2011/06/24,2011/06/24T15:31:02.730Z,39.037,144.438,35,4.7,mb,128.3,"off the east coast of Honshu, Japan",earthquake
2011/06/24,2011/06/24T14:46:54.490Z,37.056,141.019,59.8,4.5,mb,128.4,"near the east coast of Honshu, Japan",earthquake
2011/06/24,2011/06/24T06:54:33.170Z,35.96,141.166,27.8,4.6,mb,127,"near the east coast of Honshu, Japan",earthquake
2011/06/23,2011/06/23T19:25:52.670Z,27.193,142.708,35.9,4.8,mb,56.3,"Bonin Islands, Japan region",earthquake
2011/06/23,2011/06/23T11:38:32.870Z,30.284,131.467,26,5.1,mwc,39.8,"Kyushu, Japan",earthquake
2011/06/23,2011/06/23T10:35:00.230Z,38.479,141.439,35,5.3,mwc,48.9,"near the east coast of Honshu, Japan",earthquake
2011/06/23,2011/06/23T10:15:57.210Z,40.038,142.418,35,4.7,mb,135.7,"near the east coast of Honshu, Japan",earthquake
2011/06/23,2011/06/23T08:22:48.920Z,37.217,141.132,35,4.7,mb,79.6,"near the east coast of Honshu, Japan",earthquake
2011/06/22,2011/06/22T21:50:52.350Z,39.955,142.205,33,6.7,mww,24.9,"near the east coast of Honshu, Japan",earthquake
2011/06/22,2011/06/22T20:43:49.180Z,37.704,144.26,14.5,5.1,mb,177.2,"off the east coast of Honshu, Japan",earthquake
2011/06/22,2011/06/22T18:19:01.920Z,36.417,140.705,59.8,4.6,mb,120,"near the east coast of Honshu, Japan",earthquake
2011/06/22,2011/06/22T14:28:59.170Z,40.046,142.777,42.7,5.7,mwc,64.5,"near the east coast of Honshu, Japan",earthquake
2011/06/22,2011/06/22T11:35:10.020Z,35.517,141.093,35.7,4.6,mb,112.1,"near the east coast of Honshu, Japan",earthquake
2011/06/22,2011/06/22T10:15:16.200Z,26.482,144.159,10,4.5,mb,104.7,"Bonin Islands, Japan region",earthquake
2011/06/22,2011/06/22T04:45:18.070Z,26.022,128.358,35,4.6,mb,127.7,"Ryukyu Islands, Japan",earthquake
2011/06/21,2011/06/21T21:22:24.550Z,36.241,142.05,20.9,4.5,mb,117.9,"off the east coast of Honshu, Japan",earthquake
2011/06/21,2011/06/21T21:16:00.670Z,36.232,141.715,27.4,4.9,mb,92.9,"near the east coast of Honshu, Japan",earthquake
2011/06/21,2011/06/21T20:18:37.580Z,26.05,128.354,12.6,4.8,mb,120.5,"Ryukyu Islands, Japan",earthquake
2011/06/21,2011/06/21T18:19:51.370Z,26.649,144.216,10,4.6,mb,114.5,"Bonin Islands, Japan region",earthquake
2011/06/21,2011/06/21T14:30:58.080Z,35.304,140.449,38.9,4.6,mb,108.5,"near the east coast of Honshu, Japan",earthquake
2011/06/21,2011/06/21T14:08:26.480Z,26.604,144.279,10,4.5,mb,114.5,"Bonin Islands, Japan region",earthquake
2011/06/21,2011/06/21T08:49:40.500Z,35.623,141.314,15,5.4,mwb,29.3,"near the east coast of Honshu, Japan",earthquake
2011/06/20,2011/06/20T23:09:38.790Z,39.148,146.327,35,4.7,mb,44.9,"off the east coast of Honshu, Japan",earthquake
2011/06/20,2011/06/20T19:37:07.400Z,46.103,149.843,172.6,4.5,mb,82.6,Kuril Islands,earthquake
2011/06/20,2011/06/20T19:23:01.030Z,36.197,142.275,7.1,4.6,mb,202.8,"off the east coast of Honshu, Japan",earthquake
2011/06/20,2011/06/20T17:33:03.850Z,26.967,143.777,35,4.6,mb,105.4,"Bonin Islands, Japan region",earthquake
2011/06/20,2011/06/20T17:25:11.560Z,26.891,143.375,24.7,4.5,mb,210.1,"Bonin Islands, Japan region",earthquake
2011/06/20,2011/06/20T01:46:38.550Z,35.428,140.721,55.5,4.7,mb,41.9,"near the east coast of Honshu, Japan",earthquake
2011/06/20,2011/06/20T01:34:51.450Z,35.355,141.015,35,4.6,mb,94.6,"near the east coast of Honshu, Japan",earthquake
2011/06/19,2011/06/19T18:58:36.560Z,36.995,141.313,49.1,4.6,mb,135.5,"near the east coast of Honshu, Japan",earthquake
2011/06/19,2011/06/19T18:13:06.840Z,36.881,140.987,37.1,4.7,mb,127.3,"near the east coast of Honshu, Japan",earthquake
2011/06/19,2011/06/19T13:23:04.720Z,37.82,144.359,10,4.5,mb,157.6,"off the east coast of Honshu, Japan",earthquake
2011/06/19,2011/06/19T06:52:47.140Z,35.425,140.872,35,4.8,mb,119.9,"near the east coast of Honshu, Japan",earthquake
2011/06/18,2011/06/18T20:05:29.500Z,36.676,141.385,35,4.9,mb,116.4,"near the east coast of Honshu, Japan",earthquake
2011/06/18,2011/06/18T19:10:31.750Z,37.039,141.191,36.7,4.5,mb,128.3,"near the east coast of Honshu, Japan",earthquake
2011/06/18,2011/06/18T11:31:05.880Z,37.664,141.664,20,5.7,mww,19.8,"near the east coast of Honshu, Japan",earthquake
2011/06/18,2011/06/18T10:41:49.280Z,36.153,142.001,27,4.7,mb,129.5,"off the east coast of Honshu, Japan",earthquake
2011/06/18,2011/06/18T04:39:08.610Z,37.118,140.456,42.6,4.6,mb,115.2,"eastern Honshu, Japan",earthquake
2011/06/17,2011/06/17T21:32:40.810Z,26.596,126.244,122.9,4.8,mb,38.2,"Ryukyu Islands, Japan",earthquake
2011/06/17,2011/06/17T18:52:11.650Z,37.514,144.1,35,4.9,mb,136.2,"off the east coast of Honshu, Japan",earthquake
2011/06/17,2011/06/17T13:49:43.870Z,26.936,143.918,10,4.7,mb,122.6,"Bonin Islands, Japan region",earthquake
2011/06/17,2011/06/17T10:39:39.840Z,48.595,156.197,64.9,5.4,mwc,35.8,east of the Kuril Islands,earthquake
2011/06/17,2011/06/17T02:32:23.800Z,37.759,143.69,6.9,4.5,mb,136.5,"off the east coast of Honshu, Japan",earthquake
2011/06/16,2011/06/16T23:56:43.890Z,35.421,141.281,35,4.5,mb,122.2,"near the east coast of Honshu, Japan",earthquake
2011/06/16,2011/06/16T19:00:16.310Z,35.282,141.019,37.9,4.9,mwc,94,"near the east coast of Honshu, Japan",earthquake
2011/06/16,2011/06/16T10:09:09.720Z,39.795,143.199,19.3,5,mwc,134.6,"off the east coast of Honshu, Japan",earthquake
2011/06/16,2011/06/16T00:06:38.010Z,37.841,143.624,35,4.8,mb,133.2,"off the east coast of Honshu, Japan",earthquake
2011/06/15,2011/06/15T23:15:15.910Z,37.663,143.659,35,4.6,mb,157.5,"off the east coast of Honshu, Japan",earthquake
2011/06/15,2011/06/15T22:13:14.200Z,31.511,141.666,30.9,4.8,mb,106.3,"Izu Islands, Japan region",earthquake
2011/06/15,2011/06/15T18:53:45.530Z,28.14,139.725,433.4,4.6,mb,45.6,"Bonin Islands, Japan region",earthquake
2011/06/15,2011/06/15T15:56:46.830Z,36.735,140.548,39.3,4.6,mb,135.1,"near the east coast of Honshu, Japan",earthquake
2011/06/15,2011/06/15T15:16:34.710Z,38.305,142.291,45.5,4.7,mb,127.6,"near the east coast of Honshu, Japan",earthquake
2011/06/15,2011/06/15T09:50:44.850Z,37.688,143.785,10,4.5,mb,136.5,"off the east coast of Honshu, Japan",earthquake
2011/06/15,2011/06/15T05:36:09.380Z,26.764,144.117,10,4.7,mb,105.1,"Bonin Islands, Japan region",earthquake
2011/06/15,2011/06/15T04:41:03.610Z,26.788,144.108,10,5.3,mww,22.6,"Bonin Islands, Japan region",earthquake
2011/06/15,2011/06/15T02:42:27.130Z,30.357,138.392,426.8,4.6,mb,83.3,"Izu Islands, Japan region",earthquake
2011/06/15,2011/06/15T00:32:04.510Z,26.817,144.248,10,4.7,mb,75.8,"Bonin Islands, Japan region",earthquake
2011/06/14,2011/06/14T21:00:35.550Z,37.646,143.735,35,4.5,mb,123.5,"off the east coast of Honshu, Japan",earthquake
2011/06/14,2011/06/14T17:54:50.710Z,39.467,142.444,46.3,4.7,mb,40.4,"near the east coast of Honshu, Japan",earthquake
2011/06/14,2011/06/14T15:02:00.040Z,37.83,143.752,24.9,4.5,mb,136.5,"off the east coast of Honshu, Japan",earthquake
2011/06/14,2011/06/14T14:56:00.700Z,39.483,142.392,20.5,5.4,mwc,75.6,"near the east coast of Honshu, Japan",earthquake
2011/06/14,2011/06/14T13:06:52.190Z,37.727,143.512,14,5.7,mww,17.5,"off the east coast of Honshu, Japan",earthquake
2011/06/14,2011/06/14T12:48:53.160Z,43.221,145.236,56.2,5,mwc,115,"Hokkaido, Japan region",earthquake
2011/06/13,2011/06/13T16:49:49.250Z,36.694,141.955,32.1,4.9,mb,127.8,"near the east coast of Honshu, Japan",earthquake
2011/06/13,2011/06/13T14:01:26.780Z,37.477,144.056,10,4.7,mb,136.1,"off the east coast of Honshu, Japan",earthquake
2011/06/13,2011/06/13T13:09:21.750Z,38.613,143.277,12.4,4.7,mb,121.7,"off the east coast of Honshu, Japan",earthquake
2011/06/13,2011/06/13T11:39:23.630Z,36.693,142.161,19.3,4.5,mb,126.5,"off the east coast of Honshu, Japan",earthquake
2011/06/13,2011/06/13T06:50:31.620Z,39.91,143.02,17.9,5.1,mwc,76.2,"off the east coast of Honshu, Japan",earthquake
2011/06/13,2011/06/13T06:01:38.450Z,39.663,143.404,27.6,4.5,mb,135,"off the east coast of Honshu, Japan",earthquake
